## header:
##   title: U238(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2025-12-14
##   format: YANDF-0.4
## target:
##   Z: 92
##   A: 238
##   nuclide: U238  
## residual:
##   Z: 92
##   A: 239
##   nuclide: U239  
## parameters: 
##   level density
a                92 239  29.94213
aadjust          92 239   1.00000
gammald          92 239   0.07396
pair             92 239   0.77622
fishwadjust      91 237   1.00000  2
Rtransmom        91 237   1.00000  2
Rclass2mom       91 237   1.00000  2
## residual:
##   Z: 91
##   A: 236
##   nuclide: Pa236 
## parameters: 
##   level density
a                91 236  30.86846
aadjust          91 236   1.00000
gammald          91 236   0.07427
pair             91 236   0.00000
Pshift           91 236   0.00000   0
Pshiftadjust     91 236   0.00000   0
deltaW           91 236   3.34258   0
T                91 236   0.32767   0
E0               91 236  -0.74010   0
Exmatch          91 236   2.18060   0
Tadjust          91 236   1.00000   0
E0adjust         91 236   1.00000   0
Exmatchadjust    91 236   1.00000   0
Ntop             91 236  30   0
Nlow             91 236   2   0
s2adjust         91 236   1.00000   0
ctable           91 236   0.00000   0
ptable           91 236   0.00000   0
ctableadjust     91 236   0.00000   0
ptableadjust     91 236   0.00000   0
Ufermi           91 236  30.00000   0
cfermi           91 236   5.00000   0
Krotconstant     91 236   1.00000   0
Pshift           91 236   0.00000   1
Pshiftadjust     91 236   0.00000   1
deltaW           91 236   2.22839   1
T                91 236   0.32767   1
E0               91 236  -0.55273   1
Exmatch          91 236   2.00137   1
Tadjust          91 236   1.00000   1
E0adjust         91 236   1.00000   1
Exmatchadjust    91 236   1.00000   1
Ntop             91 236   1   1
Nlow             91 236   0   1
s2adjust         91 236   1.00000   1
ctable           91 236   0.00000   1
ptable           91 236   0.00000   1
ctableadjust     91 236   0.00000   1
ptableadjust     91 236   0.00000   1
Ufermi           91 236  45.00000   1
cfermi           91 236   5.00000   1
Krotconstant     91 236   1.00000   1
Pshift           91 236   0.00000   2
Pshiftadjust     91 236   0.00000   2
deltaW           91 236   2.22839   2
T                91 236   0.32767   2
E0               91 236  -0.31667   2
Exmatch          91 236   3.74203   2
Tadjust          91 236   1.00000   2
E0adjust         91 236   1.00000   2
Exmatchadjust    91 236   1.00000   2
Ntop             91 236   1   2
Nlow             91 236   0   2
s2adjust         91 236   1.00000   2
ctable           91 236   0.00000   2
ptable           91 236   0.00000   2
ctableadjust     91 236   0.00000   2
ptableadjust     91 236   0.00000   2
Ufermi           91 236  45.00000   2
cfermi           91 236   5.00000   2
Krotconstant     91 236   1.00000   2
g                91 236  15.73333
gp               91 236   6.06667
gn               91 236   9.66667
gnadjust         91 236   1.00000
gpadjust         91 236   1.00000
gadjust          91 236   1.00000
Risomer          91 236   1.00000
## parameters: 
##   photon strength function
gamgam           91 236   0.00000
gamgamadjust     91 236   1.00000
etable           91 236   0.00000 E1
ftable           91 236   1.00000 E1
wtable           91 236   1.04800 E1
etableadjust     91 236   0.00000 E1
ftableadjust     91 236   1.00000 E1
wtableadjust     91 236   1.00000 E1
upbendc          91 236 3.50000E-08 M1
upbende          91 236 8.00000E-01 M1
upbendf          91 236 6.00000E+00 M1
upbendcadjust    91 236 1.00000E+00 M1
upbendeadjust    91 236 1.00000E+00 M1
upbendfadjust    91 236 1.00000E+00 M1
sgr              91 236   2.848 M1
egr              91 236   7.241 M1
ggr              91 236   4.000 M1
sgradjust        91 236   1.000 M1
egradjust        91 236   1.000 M1
ggradjust        91 236   1.000 M1
etable           91 236   0.00000 E2
ftable           91 236   1.00000 E2
wtable           91 236   1.00000 E2
etableadjust     91 236   0.00000 E2
ftableadjust     91 236   1.00000 E2
wtableadjust     91 236   1.00000 E2
upbendc          91 236 0.00000E+00 M2
upbende          91 236 0.00000E+00 M2
upbendf          91 236 0.00000E+00 M2
upbendcadjust    91 236 1.00000E+00 M2
upbendeadjust    91 236 1.00000E+00 M2
upbendfadjust    91 236 1.00000E+00 M2
sgr              91 236   0.002 M2
egr              91 236   7.241 M2
ggr              91 236   4.000 M2
sgradjust        91 236   1.000 M2
egradjust        91 236   1.000 M2
ggradjust        91 236   1.000 M2
##
## parameters: 
##   fission
##
fisbar           91 236   7.56000  1
fishw            91 236   1.00000  1
fisbaradjust     91 236   1.00000  1
fishwadjust      91 236   1.00000  1
class2width      91 236   0.20000  1
Rtransmom        91 236   0.60000  1
Rclass2mom       91 236   1.00000  1
fisbar           91 236   7.69500  2
fishw            91 236   0.60000  2
fisbaradjust     91 236   1.00000  2
fishwadjust      91 236   1.00000  2
Rtransmom        91 236   1.00000  2
Rclass2mom       91 236   1.00000  2
## residual:
##   Z: 90
##   A: 236
##   nuclide: Th236 
## parameters: 
##   level density
a                90 236  31.81499
aadjust          90 236   1.00000
gammald          90 236   0.07427
pair             90 236   1.56227
Pshift           90 236   0.00000   0
Pshiftadjust     90 236   0.00000   0
deltaW           90 236   3.83704   0
T                90 236   0.31979   0
E0               90 236   0.83178   0
Exmatch          90 236   3.69232   0
Tadjust          90 236   1.00000   0
E0adjust         90 236   1.00000   0
Exmatchadjust    90 236   1.00000   0
Ntop             90 236  30   0
Nlow             90 236   2   0
s2adjust         90 236   1.00000   0
ctable           90 236   0.00000   0
ptable           90 236   0.00000   0
ctableadjust     90 236   0.00000   0
ptableadjust     90 236   0.00000   0
Ufermi           90 236  30.00000   0
cfermi           90 236   5.00000   0
Krotconstant     90 236   1.00000   0
Pshift           90 236   0.00000   1
Pshiftadjust     90 236   0.00000   1
deltaW           90 236   2.55803   1
T                90 236   0.31979   1
E0               90 236   1.03329   1
Exmatch          90 236   3.49411   1
Tadjust          90 236   1.00000   1
E0adjust         90 236   1.00000   1
Exmatchadjust    90 236   1.00000   1
Ntop             90 236   1   1
Nlow             90 236   0   1
s2adjust         90 236   1.00000   1
ctable           90 236   0.00000   1
ptable           90 236   0.00000   1
ctableadjust     90 236   0.00000   1
ptableadjust     90 236   0.00000   1
Ufermi           90 236  45.00000   1
cfermi           90 236   5.00000   1
Krotconstant     90 236   1.00000   1
Pshift           90 236   0.00000   2
Pshiftadjust     90 236   0.00000   2
deltaW           90 236   2.55803   2
T                90 236   0.31979   2
E0               90 236   1.29173   2
Exmatch          90 236   5.30430   2
Tadjust          90 236   1.00000   2
E0adjust         90 236   1.00000   2
Exmatchadjust    90 236   1.00000   2
Ntop             90 236   1   2
Nlow             90 236   0   2
s2adjust         90 236   1.00000   2
ctable           90 236   0.00000   2
ptable           90 236   0.00000   2
ctableadjust     90 236   0.00000   2
ptableadjust     90 236   0.00000   2
Ufermi           90 236  45.00000   2
cfermi           90 236   5.00000   2
Krotconstant     90 236   1.00000   2
g                90 236  15.73333
gp               90 236   6.00000
gn               90 236   9.73333
gnadjust         90 236   1.00000
gpadjust         90 236   1.00000
gadjust          90 236   1.00000
Risomer          90 236   1.00000
## parameters: 
##   photon strength function
gamgam           90 236   0.00000
gamgamadjust     90 236   1.00000
etable           90 236   0.00000 E1
ftable           90 236   1.00000 E1
wtable           90 236   1.04800 E1
etableadjust     90 236   0.00000 E1
ftableadjust     90 236   1.00000 E1
wtableadjust     90 236   1.00000 E1
upbendc          90 236 3.50000E-08 M1
upbende          90 236 8.00000E-01 M1
upbendf          90 236 6.00000E+00 M1
upbendcadjust    90 236 1.00000E+00 M1
upbendeadjust    90 236 1.00000E+00 M1
upbendfadjust    90 236 1.00000E+00 M1
sgr              90 236   2.848 M1
egr              90 236   7.241 M1
ggr              90 236   4.000 M1
sgradjust        90 236   1.000 M1
egradjust        90 236   1.000 M1
ggradjust        90 236   1.000 M1
etable           90 236   0.00000 E2
ftable           90 236   1.00000 E2
wtable           90 236   1.00000 E2
etableadjust     90 236   0.00000 E2
ftableadjust     90 236   1.00000 E2
wtableadjust     90 236   1.00000 E2
upbendc          90 236 0.00000E+00 M2
upbende          90 236 0.00000E+00 M2
upbendf          90 236 0.00000E+00 M2
upbendcadjust    90 236 1.00000E+00 M2
upbendeadjust    90 236 1.00000E+00 M2
upbendfadjust    90 236 1.00000E+00 M2
sgr              90 236   0.002 M2
egr              90 236   7.241 M2
ggr              90 236   4.000 M2
sgradjust        90 236   1.000 M2
egradjust        90 236   1.000 M2
ggradjust        90 236   1.000 M2
##
## parameters: 
##   fission
##
fisbar           90 236   7.15500  1
fishw            90 236   1.00000  1
fisbaradjust     90 236   1.00000  1
fishwadjust      90 236   1.00000  1
class2width      90 236   0.20000  1
Rtransmom        90 236   0.60000  1
Rclass2mom       90 236   1.00000  1
fisbar           90 236  10.66500  2
fishw            90 236   0.60000  2
fisbaradjust     90 236   1.00000  2
fishwadjust      90 236   1.00000  2
Rtransmom        90 236   1.00000  2
Rclass2mom       90 236   1.00000  2
## residual:
##   Z: 90
##   A: 235
##   nuclide: Th235 
## parameters: 
##   level density
a                90 235  31.49632
aadjust          90 235   1.00000
gammald          90 235   0.07438
pair             90 235   0.78279
Pshift           90 235   0.00000   0
Pshiftadjust     90 235   0.00000   0
deltaW           90 235   3.65807   0
T                90 235   0.32367   0
E0               90 235   0.04641   0
Exmatch          90 235   2.93794   0
Tadjust          90 235   1.00000   0
E0adjust         90 235   1.00000   0
Exmatchadjust    90 235   1.00000   0
Ntop             90 235  30   0
Nlow             90 235   2   0
s2adjust         90 235   1.00000   0
ctable           90 235   0.00000   0
ptable           90 235   0.00000   0
ctableadjust     90 235   0.00000   0
ptableadjust     90 235   0.00000   0
Ufermi           90 235  30.00000   0
cfermi           90 235   5.00000   0
Krotconstant     90 235   1.00000   0
Pshift           90 235   0.00000   1
Pshiftadjust     90 235   0.00000   1
deltaW           90 235   2.43872   1
T                90 235   0.32367   1
E0               90 235   0.24381   1
Exmatch          90 235   2.74529   1
Tadjust          90 235   1.00000   1
E0adjust         90 235   1.00000   1
Exmatchadjust    90 235   1.00000   1
Ntop             90 235   1   1
Nlow             90 235   0   1
s2adjust         90 235   1.00000   1
ctable           90 235   0.00000   1
ptable           90 235   0.00000   1
ctableadjust     90 235   0.00000   1
ptableadjust     90 235   0.00000   1
Ufermi           90 235  45.00000   1
cfermi           90 235   5.00000   1
Krotconstant     90 235   1.00000   1
Pshift           90 235   0.00000   2
Pshiftadjust     90 235   0.00000   2
deltaW           90 235   2.43872   2
T                90 235   0.32367   2
E0               90 235   0.49330   2
Exmatch          90 235   4.52939   2
Tadjust          90 235   1.00000   2
E0adjust         90 235   1.00000   2
Exmatchadjust    90 235   1.00000   2
Ntop             90 235   1   2
Nlow             90 235   0   2
s2adjust         90 235   1.00000   2
ctable           90 235   0.00000   2
ptable           90 235   0.00000   2
ctableadjust     90 235   0.00000   2
ptableadjust     90 235   0.00000   2
Ufermi           90 235  45.00000   2
cfermi           90 235   5.00000   2
Krotconstant     90 235   1.00000   2
g                90 235  15.66667
gp               90 235   6.00000
gn               90 235   9.66667
gnadjust         90 235   1.00000
gpadjust         90 235   1.00000
gadjust          90 235   1.00000
Risomer          90 235   1.00000
## parameters: 
##   photon strength function
gamgam           90 235   0.00000
gamgamadjust     90 235   1.00000
etable           90 235   0.00000 E1
ftable           90 235   1.00000 E1
wtable           90 235   1.04800 E1
