## header:
##   title: Os187(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 76
##   A: 187
##   nuclide: Os187 
## residual:
##   Z: 76
##   A: 188
##   nuclide: Os188 
## parameters: 
##   level density
a                76 188  22.83621
aadjust          76 188   1.00000
gammald          76 188   0.07560
pair             76 188   1.75038
upbendcadjust    75 187 1.00000E+00 M1
upbendeadjust    75 187 1.00000E+00 M1
upbendfadjust    75 187 1.00000E+00 M1
sgr              75 187 375.000 E1 2
egr              75 187  15.240 E1 2
ggr              75 187   4.690 E1 2
sgradjust        75 187   1.000 E1 2
egradjust        75 187   1.000 E1 2
ggradjust        75 187   1.000 E1 2
sgr              75 187   0.000 M1
egr              75 187   0.000 M1
ggr              75 187   0.000 M1
sgradjust        75 187   1.000 M1
egradjust        75 187   1.000 M1
ggradjust        75 187   1.000 M1
etable           75 187   0.00000 E2
ftable           75 187   1.00000 E2
wtable           75 187   1.00000 E2
etableadjust     75 187   0.00000 E2
ftableadjust     75 187   1.00000 E2
wtableadjust     75 187   1.00000 E2
etable           75 187   0.00000 M2
ftable           75 187   1.00000 M2
wtable           75 187   1.00000 M2
etableadjust     75 187   0.00000 M2
ftableadjust     75 187   1.00000 M2
wtableadjust     75 187   1.00000 M2
upbendc          75 187 0.00000E+00 M2
upbende          75 187 0.00000E+00 M2
upbendf          75 187 0.00000E+00 M2
upbendcadjust    75 187 1.00000E+00 M2
upbendeadjust    75 187 1.00000E+00 M2
upbendfadjust    75 187 1.00000E+00 M2
sgr              75 187   0.000 M2
egr              75 187   0.000 M2
ggr              75 187   0.000 M2
sgradjust        75 187   1.000 M2
egradjust        75 187   1.000 M2
ggradjust        75 187   1.000 M2
## residual:
##   Z: 75
##   A: 186
##   nuclide: Re186 
## parameters: 
##   level density
a                75 186  22.05509
aadjust          75 186   1.00000
gammald          75 186   0.07587
pair             75 186   0.00000
Pshift           75 186   0.00000   0
Pshiftadjust     75 186   0.00000   0
deltaW           75 186   0.93473   0
T                75 186   0.47719   0
E0               75 186  -1.23506   0
Exmatch          75 186   3.39923   0
Tadjust          75 186   1.00000   0
E0adjust         75 186   1.00000   0
Exmatchadjust    75 186   1.00000   0
Ntop             75 186  32   0
Nlow             75 186   7   0
s2adjust         75 186   1.00000   0
ctable           75 186   0.00000   0
ptable           75 186   0.00000   0
ctableadjust     75 186   0.00000   0
ptableadjust     75 186   0.00000   0
Ufermi           75 186  30.00000   0
cfermi           75 186   5.00000   0
D0               75 186 3.10000E+00
g                75 186  12.40000
gp               75 186   5.00000
gn               75 186   7.40000
gnadjust         75 186   1.00000
gpadjust         75 186   1.00000
gadjust          75 186   1.00000
Risomer          75 186   1.00000
## parameters: 
##   photon strength function
gamgam           75 186   0.00006
gamgamadjust     75 186   1.00000
etable           75 186   0.00000 E1
ftable           75 186   1.00000 E1
wtable           75 186   1.07600 E1
etableadjust     75 186   0.00000 E1
ftableadjust     75 186   1.00000 E1
wtableadjust     75 186   1.00000 E1
etable           75 186   0.00000 M1
ftable           75 186   1.00000 M1
wtable           75 186   1.00000 M1
etableadjust     75 186   0.00000 M1
ftableadjust     75 186   1.00000 M1
wtableadjust     75 186   1.00000 M1
upbendc          75 186 1.00000E-08 M1
upbende          75 186 8.00000E-01 M1
upbendf          75 186 0.00000E+00 M1
upbendcadjust    75 186 1.00000E+00 M1
upbendeadjust    75 186 1.00000E+00 M1
upbendfadjust    75 186 1.00000E+00 M1
sgr              75 186   0.000 M1
egr              75 186   0.000 M1
ggr              75 186   0.000 M1
sgradjust        75 186   1.000 M1
egradjust        75 186   1.000 M1
ggradjust        75 186   1.000 M1
etable           75 186   0.00000 E2
ftable           75 186   1.00000 E2
wtable           75 186   1.00000 E2
etableadjust     75 186   0.00000 E2
ftableadjust     75 186   1.00000 E2
wtableadjust     75 186   1.00000 E2
etable           75 186   0.00000 M2
ftable           75 186   1.00000 M2
wtable           75 186   1.00000 M2
etableadjust     75 186   0.00000 M2
ftableadjust     75 186   1.00000 M2
wtableadjust     75 186   1.00000 M2
upbendc          75 186 0.00000E+00 M2
upbende          75 186 0.00000E+00 M2
upbendf          75 186 0.00000E+00 M2
upbendcadjust    75 186 1.00000E+00 M2
upbendeadjust    75 186 1.00000E+00 M2
upbendfadjust    75 186 1.00000E+00 M2
sgr              75 186   0.000 M2
egr              75 186   0.000 M2
ggr              75 186   0.000 M2
sgradjust        75 186   1.000 M2
egradjust        75 186   1.000 M2
ggradjust        75 186   1.000 M2
## residual:
##   Z: 75
##   A: 185
##   nuclide: Re185 
## parameters: 
##   level density
a                75 185  23.40868
aadjust          75 185   1.00000
gammald          75 185   0.07601
pair             75 185   0.88226
Pshift           75 185   0.00000   0
Pshiftadjust     75 185   0.00000   0
deltaW           75 185   1.10832   0
T                75 185   0.46238   0
E0               75 185  -0.44620   0
Exmatch          75 185   4.31737   0
Tadjust          75 185   1.00000   0
E0adjust         75 185   1.00000   0
Exmatchadjust    75 185   1.00000   0
Ntop             75 185  19   0
Nlow             75 185   5   0
s2adjust         75 185   1.00000   0
ctable           75 185   0.00000   0
ptable           75 185   0.00000   0
ctableadjust     75 185   0.00000   0
ptableadjust     75 185   0.00000   0
Ufermi           75 185  30.00000   0
cfermi           75 185   5.00000   0
g                75 185  12.33333
gp               75 185   5.00000
gn               75 185   7.33333
gnadjust         75 185   1.00000
gpadjust         75 185   1.00000
gadjust          75 185   1.00000
Risomer          75 185   1.00000
## parameters: 
##   photon strength function
gamgam           75 185   0.00000
gamgamadjust     75 185   1.00000
etable           75 185   0.00000 E1
ftable           75 185   1.00000 E1
wtable           75 185   1.07600 E1
etableadjust     75 185   0.00000 E1
ftableadjust     75 185   1.00000 E1
wtableadjust     75 185   1.00000 E1
etable           75 185   0.00000 M1
ftable           75 185   1.00000 M1
wtable           75 185   1.00000 M1
etableadjust     75 185   0.00000 M1
ftableadjust     75 185   1.00000 M1
wtableadjust     75 185   1.00000 M1
upbendc          75 185 1.00000E-08 M1
upbende          75 185 8.00000E-01 M1
upbendf          75 185 0.00000E+00 M1
upbendcadjust    75 185 1.00000E+00 M1
upbendeadjust    75 185 1.00000E+00 M1
upbendfadjust    75 185 1.00000E+00 M1
sgr              75 185   0.000 M1
egr              75 185   0.000 M1
ggr              75 185   0.000 M1
sgradjust        75 185   1.000 M1
egradjust        75 185   1.000 M1
ggradjust        75 185   1.000 M1
etable           75 185   0.00000 E2
ftable           75 185   1.00000 E2
wtable           75 185   1.00000 E2
etableadjust     75 185   0.00000 E2
ftableadjust     75 185   1.00000 E2
wtableadjust     75 185   1.00000 E2
etable           75 185   0.00000 M2
ftable           75 185   1.00000 M2
wtable           75 185   1.00000 M2
etableadjust     75 185   0.00000 M2
ftableadjust     75 185   1.00000 M2
wtableadjust     75 185   1.00000 M2
upbendc          75 185 0.00000E+00 M2
upbende          75 185 0.00000E+00 M2
upbendf          75 185 0.00000E+00 M2
upbendcadjust    75 185 1.00000E+00 M2
upbendeadjust    75 185 1.00000E+00 M2
upbendfadjust    75 185 1.00000E+00 M2
sgr              75 185   0.000 M2
egr              75 185   0.000 M2
ggr              75 185   0.000 M2
sgradjust        75 185   1.000 M2
egradjust        75 185   1.000 M2
ggradjust        75 185   1.000 M2
## residual:
##   Z: 74
##   A: 185
##   nuclide: W185  
## parameters: 
##   level density
a                74 185  23.44405
aadjust          74 185   1.00000
gammald          74 185   0.07601
pair             74 185   0.88226
Pshift           74 185   0.00000   0
Pshiftadjust     74 185   0.00000   0
deltaW           74 185   1.22635   0
T                74 185   0.48426   0
E0               74 185  -0.68996   0
Exmatch          74 185   4.69718   0
Tadjust          74 185   1.00000   0
E0adjust         74 185   1.00000   0
Exmatchadjust    74 185   1.00000   0
Ntop             74 185  31   0
Nlow             74 185   7   0
s2adjust         74 185   1.00000   0
ctable           74 185   0.00000   0
ptable           74 185   0.00000   0
ctableadjust     74 185   0.00000   0
ptableadjust     74 185   0.00000   0
Ufermi           74 185  30.00000   0
cfermi           74 185   5.00000   0
D0               74 185 7.50000E+01
g                74 185  12.33333
gp               74 185   4.93333
gn               74 185   7.40000
gnadjust         74 185   1.00000
gpadjust         74 185   1.00000
gadjust          74 185   1.00000
Risomer          74 185   1.00000
## parameters: 
##   photon strength function
gamgam           74 185   0.00006
gamgamadjust     74 185   1.00000
etable           74 185   0.00000 E1
ftable           74 185   1.00000 E1
wtable           74 185   1.07600 E1
etableadjust     74 185   0.00000 E1
ftableadjust     74 185   1.00000 E1
wtableadjust     74 185   1.00000 E1
etable           74 185   0.00000 M1
ftable           74 185   1.00000 M1
wtable           74 185   1.00000 M1
etableadjust     74 185   0.00000 M1
ftableadjust     74 185   1.00000 M1
wtableadjust     74 185   1.00000 M1
upbendc          74 185 1.00000E-08 M1
upbende          74 185 8.00000E-01 M1
upbendf          74 185 0.00000E+00 M1
upbendcadjust    74 185 1.00000E+00 M1
upbendeadjust    74 185 1.00000E+00 M1
upbendfadjust    74 185 1.00000E+00 M1
sgr              74 185   0.000 M1
egr              74 185   0.000 M1
ggr              74 185   0.000 M1
sgradjust        74 185   1.000 M1
egradjust        74 185   1.000 M1
ggradjust        74 185   1.000 M1
etable           74 185   0.00000 E2
ftable           74 185   1.00000 E2
wtable           74 185   1.00000 E2
etableadjust     74 185   0.00000 E2
ftableadjust     74 185   1.00000 E2
wtableadjust     74 185   1.00000 E2
etable           74 185   0.00000 M2
ftable           74 185   1.00000 M2
wtable           74 185   1.00000 M2
etableadjust     74 185   0.00000 M2
ftableadjust     74 185   1.00000 M2
wtableadjust     74 185   1.00000 M2
upbendc          74 185 0.00000E+00 M2
upbende          74 185 0.00000E+00 M2
upbendf          74 185 0.00000E+00 M2
upbendcadjust    74 185 1.00000E+00 M2
upbendeadjust    74 185 1.00000E+00 M2
upbendfadjust    74 185 1.00000E+00 M2
sgr              74 185   0.000 M2
egr              74 185   0.000 M2
ggr              74 185   0.000 M2
sgradjust        74 185   1.000 M2
egradjust        74 185   1.000 M2
ggradjust        74 185   1.000 M2
## residual:
##   Z: 74
##   A: 184
##   nuclide: W184  
## parameters: 
##   level density
a                74 184  23.04977
aadjust          74 184   1.00000
gammald          74 184   0.07614
pair             74 184   1.76930
Pshift           74 184   0.00000   0
Pshiftadjust     74 184   0.00000   0
deltaW           74 184   1.23666   0
T                74 184   0.52832   0
E0               74 184  -0.29644   0
Exmatch          74 184   6.35110   0
Tadjust          74 184   1.00000   0
E0adjust         74 184   1.00000   0
Exmatchadjust    74 184   1.00000   0
Ntop             74 184  37   0
Nlow             74 184   5   0
s2adjust         74 184   1.00000   0
ctable           74 184   0.00000   0
ptable           74 184   0.00000   0
ctableadjust     74 184   0.00000   0
ptableadjust     74 184   0.00000   0
Ufermi           74 184  30.00000   0
cfermi           74 184   5.00000   0
D0               74 184 1.20000E+01
g                74 184  12.26667
gp               74 184   4.93333
gn               74 184   7.33333
gnadjust         74 184   1.00000
gpadjust         74 184   1.00000
gadjust          74 184   1.00000
Risomer          74 184   1.00000
## parameters: 
##   photon strength function
gamgam           74 184   0.00008
gamgamadjust     74 184   1.00000
etable           74 184   0.00000 E1
ftable           74 184   1.00000 E1
wtable           74 184   1.07600 E1
etableadjust     74 184   0.00000 E1
ftableadjust     74 184   1.00000 E1
wtableadjust     74 184   1.00000 E1
etable           74 184   0.00000 M1
ftable           74 184   1.00000 M1
wtable           74 184   1.00000 M1
etableadjust     74 184   0.00000 M1
ftableadjust     74 184   1.00000 M1
wtableadjust     74 184   1.00000 M1
upbendc          74 184 1.00000E-08 M1
upbende          74 184 8.00000E-01 M1
upbendf          74 184 0.00000E+00 M1
upbendcadjust    74 184 1.00000E+00 M1
upbendeadjust    74 184 1.00000E+00 M1
upbendfadjust    74 184 1.00000E+00 M1
sgr              74 184 328.000 E1 2
egr              74 184  15.170 E1 2
ggr              74 184   4.690 E1 2
sgradjust        74 184   1.000 E1 2
egradjust        74 184   1.000 E1 2
ggradjust        74 184   1.000 E1 2
sgr              74 184   0.000 M1
egr              74 184   0.000 M1
ggr              74 184   0.000 M1
sgradjust        74 184   1.000 M1
egradjust        74 184   1.000 M1
ggradjust        74 184   1.000 M1
etable           74 184   0.00000 E2
ftable           74 184   1.00000 E2
wtable           74 184   1.00000 E2
etableadjust     74 184   0.00000 E2
ftableadjust     74 184   1.00000 E2
wtableadjust     74 184   1.00000 E2
etable           74 184   0.00000 M2
ftable           74 184   1.00000 M2
wtable           74 184   1.00000 M2
etableadjust     74 184   0.00000 M2
ftableadjust     74 184   1.00000 M2
wtableadjust     74 184   1.00000 M2
upbendc          74 184 0.00000E+00 M2
upbende          74 184 0.00000E+00 M2
upbendf          74 184 0.00000E+00 M2
upbendcadjust    74 184 1.00000E+00 M2
upbendeadjust    74 184 1.00000E+00 M2
upbendfadjust    74 184 1.00000E+00 M2
sgr              74 184   0.000 M2
egr              74 184   0.000 M2
ggr              74 184   0.000 M2
sgradjust        74 184   1.000 M2
egradjust        74 184   1.000 M2
ggradjust        74 184   1.000 M2
## residual:
##   Z: 74
##   A: 183
##   nuclide: W183  
## parameters: 
##   level density
a                74 183  22.30502
aadjust          74 183   1.00000
gammald          74 183   0.07628
pair             74 183   0.88707
Pshift           74 183   0.00000   0
Pshiftadjust     74 183   0.00000   0
deltaW           74 183   1.11605   0
T                74 183   0.53191   0
E0               74 183  -1.04867   0
Exmatch          74 183   5.34312   0
Tadjust          74 183   1.00000   0
E0adjust         74 183   1.00000   0
Exmatchadjust    74 183   1.00000   0
Ntop             74 183  16   0
Nlow             74 183   7   0
s2adjust         74 183   1.00000   0
ctable           74 183   0.00000   0
ptable           74 183   0.00000   0
ctableadjust     74 183   0.00000   0
ptableadjust     74 183   0.00000   0
Ufermi           74 183  30.00000   0
cfermi           74 183   5.00000   0
D0               74 183 6.00000E+01
g                74 183  12.20000
gp               74 183   4.93333
gn               74 183   7.26667
gnadjust         74 183   1.00000
gpadjust         74 183   1.00000
gadjust          74 183   1.00000
Risomer          74 183   1.00000
## parameters: 
##   photon strength function
gamgam           74 183   0.00006
gamgamadjust     74 183   1.00000
etable           74 183   0.00000 E1
ftable           74 183   1.00000 E1
wtable           74 183   1.07600 E1
etableadjust     74 183   0.00000 E1
ftableadjust     74 183   1.00000 E1
wtableadjust     74 183   1.00000 E1
etable           74 183   0.00000 M1
ftable           74 183   1.00000 M1
wtable           74 183   1.00000 M1
etableadjust     74 183   0.00000 M1
ftableadjust     74 183   1.00000 M1
wtableadjust     74 183   1.00000 M1
upbendc          74 183 1.00000E-08 M1
upbende          74 183 8.00000E-01 M1
upbendf          74 183 0.00000E+00 M1
upbendcadjust    74 183 1.00000E+00 M1
upbendeadjust    74 183 1.00000E+00 M1
upbendfadjust    74 183 1.00000E+00 M1
sgr              74 183   0.000 M1
egr              74 183   0.000 M1
ggr              74 183   0.000 M1
sgradjust        74 183   1.000 M1
egradjust        74 183   1.000 M1
ggradjust        74 183   1.000 M1
etable           74 183   0.00000 E2
ftable           74 183   1.00000 E2
wtable           74 183   1.00000 E2
etableadjust     74 183   0.00000 E2
ftableadjust     74 183   1.00000 E2
wtableadjust     74 183   1.00000 E2
etable           74 183   0.00000 M2
ftable           74 183   1.00000 M2
wtable           74 183   1.00000 M2
etableadjust     74 183   0.00000 M2
ftableadjust     74 183   1.00000 M2
wtableadjust     74 183   1.00000 M2
upbendc          74 183 0.00000E+00 M2
upbende          74 183 0.00000E+00 M2
upbendf          74 183 0.00000E+00 M2
upbendcadjust    74 183 1.00000E+00 M2
upbendeadjust    74 183 1.00000E+00 M2
upbendfadjust    74 183 1.00000E+00 M2
sgr              74 183   0.000 M2
egr              74 183   0.000 M2
ggr              74 183   0.000 M2
sgradjust        74 183   1.000 M2
egradjust        74 183   1.000 M2
ggradjust        74 183   1.000 M2
## residual:
##   Z: 73
##   A: 183
##   nuclide: Ta183 
## parameters: 
##   level density
a                73 183  22.01386
aadjust          73 183   1.00000
gammald          73 183   0.07628
pair             73 183   0.88707
Pshift           73 183   0.00000   0
Pshiftadjust     73 183   0.00000   0
deltaW           73 183   1.52053   0
T                73 183   0.50445   0
E0               73 183  -0.65393   0
Exmatch          73 183   4.73075   0
Tadjust          73 183   1.00000   0
E0adjust         73 183   1.00000   0
Exmatchadjust    73 183   1.00000   0
Ntop             73 183  16   0
Nlow             73 183   7   0
s2adjust         73 183   1.00000   0
ctable           73 183   0.00000   0
ptable           73 183   0.00000   0
ctableadjust     73 183   0.00000   0
ptableadjust     73 183   0.00000   0
Ufermi           73 183  30.00000   0
cfermi           73 183   5.00000   0
D0               73 183 3.50000E+00
g                73 183  12.20000
gp               73 183   4.86667
gn               73 183   7.33333
gnadjust         73 183   1.00000
gpadjust         73 183   1.00000
gadjust          73 183   1.00000
Risomer          73 183   1.00000
## parameters: 
##   photon strength function
gamgam           73 183   0.00007
gamgamadjust     73 183   1.00000
etable           73 183   0.00000 E1
ftable           73 183   1.00000 E1
wtable           73 183   1.07600 E1
etableadjust     73 183   0.00000 E1
ftableadjust     73 183   1.00000 E1
wtableadjust     73 183   1.00000 E1
etable           73 183   0.00000 M1
ftable           73 183   1.00000 M1
wtable           73 183   1.00000 M1
etableadjust     73 183   0.00000 M1
ftableadjust     73 183   1.00000 M1
wtableadjust     73 183   1.00000 M1
upbendc          73 183 1.00000E-08 M1
upbende          73 183 8.00000E-01 M1
upbendf          73 183 0.00000E+00 M1
upbendcadjust    73 183 1.00000E+00 M1
upbendeadjust    73 183 1.00000E+00 M1
upbendfadjust    73 183 1.00000E+00 M1
sgr              73 183   0.000 M1
egr              73 183   0.000 M1
ggr              73 183   0.000 M1
sgradjust        73 183   1.000 M1
egradjust        73 183   1.000 M1
ggradjust        73 183   1.000 M1
etable           73 183   0.00000 E2
ftable           73 183   1.00000 E2
wtable           73 183   1.00000 E2
etableadjust     73 183   0.00000 E2
ftableadjust     73 183   1.00000 E2
wtableadjust     73 183   1.00000 E2
etable           73 183   0.00000 M2
ftable           73 183   1.00000 M2
wtable           73 183   1.00000 M2
etableadjust     73 183   0.00000 M2
ftableadjust     73 183   1.00000 M2
wtableadjust     73 183   1.00000 M2
upbendc          73 183 0.00000E+00 M2
upbende          73 183 0.00000E+00 M2
upbendf          73 183 0.00000E+00 M2
upbendcadjust    73 183 1.00000E+00 M2
upbendeadjust    73 183 1.00000E+00 M2
upbendfadjust    73 183 1.00000E+00 M2
sgr              73 183   0.000 M2
egr              73 183   0.000 M2
ggr              73 183   0.000 M2
sgradjust        73 183   1.000 M2
egradjust        73 183   1.000 M2
ggradjust        73 183   1.000 M2
## residual:
##   Z: 73
##   A: 182
##   nuclide: Ta182 
## parameters: 
##   level density
a                73 182  21.39536
aadjust          73 182   1.00000
gammald          73 182   0.07642
pair             73 182   0.00000
Pshift           73 182   0.00000   0
Pshiftadjust     73 182   0.00000   0
deltaW           73 182   1.17974   0
T                73 182   0.52025   0
E0               73 182  -1.59228   0
Exmatch          73 182   3.99340   0
Tadjust          73 182   1.00000   0
E0adjust         73 182   1.00000   0
Exmatchadjust    73 182   1.00000   0
Ntop             73 182  16   0
Nlow             73 182   7   0
s2adjust         73 182   1.00000   0
ctable           73 182   0.00000   0
ptable           73 182   0.00000   0
ctableadjust     73 182   0.00000   0
ptableadjust     73 182   0.00000   0
Ufermi           73 182  30.00000   0
cfermi           73 182   5.00000   0
D0               73 182 4.20000E+00
g                73 182  12.13333
gp               73 182   4.86667
gn               73 182   7.26667
gnadjust         73 182   1.00000
gpadjust         73 182   1.00000
gadjust          73 182   1.00000
Risomer          73 182   1.00000
## parameters: 
##   photon strength function
gamgam           73 182   0.00006
gamgamadjust     73 182   1.00000
etable           73 182   0.00000 E1
ftable           73 182   1.00000 E1
wtable           73 182   1.07600 E1
etableadjust     73 182   0.00000 E1
ftableadjust     73 182   1.00000 E1
wtableadjust     73 182   1.00000 E1
etable           73 182   0.00000 M1
ftable           73 182   1.00000 M1
wtable           73 182   1.00000 M1
etableadjust     73 182   0.00000 M1
ftableadjust     73 182   1.00000 M1
wtableadjust     73 182   1.00000 M1
upbendc          73 182 1.00000E-08 M1
upbende          73 182 8.00000E-01 M1
upbendf          73 182 0.00000E+00 M1
upbendcadjust    73 182 1.00000E+00 M1
